date_seen,source_id,tier,title,url,matched_topics,priority,published_date,notes
2026-07-19,gh-eval-tools,A,Opik,https://github.com/comet-ml/opik,llm_evals,normal,2026-07-13,
2026-07-19,gh-eval-tools,A,Giskard OSS,https://github.com/Giskard-AI/giskard-oss,llm_evals,normal,2026-07-13,
2026-07-19,gh-eval-tools,A,Harbor,https://github.com/harbor-framework/harbor,llm_evals,normal,2026-07-13,
2026-07-19,gh-eval-tools,A,LightEval,https://github.com/huggingface/lighteval,comp_econ,normal,2026-06-29,
2026-07-19,gh-eval-tools,A,Evaluate,https://github.com/huggingface/evaluate,comp_econ,normal,2026-07-06,
2026-07-19,gh-eval-tools,A,Rogue,https://github.com/qualifire-dev/rogue,llm_evals,normal,2026-05-04,
2026-07-19,gh-eval-tools,A,AgentDojo,https://github.com/ethz-spylab/agentdojo,llm_evals,normal,2026-06-02,
2026-07-19,gh-eval-tools,A,Agent Security Sandbox,https://github.com/X-PG13/agent-security-sandbox,llm_evals,normal,2026-06-22,
2026-07-19,openreview-venues,B,ICML.cc/2026/Workshop/AgenticUQ,https://openreview.net/group?id=ICML.cc/2026/Workshop/AgenticUQ,llm_evals,high,,
2026-07-20,wikicfp-all,A,FIDTA 2026 : 2nd Workshop on Federated Intelligence and Digital Twins for Autonomous Systems and IoT,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=201454&copyownerid=197318,digital_twin,high,,
2026-07-20,arxiv-csma,A,Coercion and Deception in AI-to-AI Management: An Agentic Benchmark of Unprompted Escalation,https://arxiv.org/abs/2607.15434,multi_agent;comp_econ;llm_evals,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,AgentFAIR: A Multi-Agent Collaborative Framework for FAIRness Evaluation of Geospatial Datasets,https://arxiv.org/abs/2607.15781,multi_agent,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,The Honest Quorum Problem: Epistemic Byzantine Fault Tolerance for Agentic Infrastructure,https://arxiv.org/abs/2607.16109,llm_evals,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,Toward Semantic Communication for Real-time Mobile 3D Reconstruction,https://arxiv.org/abs/2607.16128,digital_twin,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,An Agent-Centric Dynamical Systems Perspective on Multi-Agent Reinforcement Learning,https://arxiv.org/abs/2512.07588,multi_agent;comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,Consistent Probabilistic Social Choice,https://arxiv.org/abs/1503.00694,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,CTC: The Composite Task Challenge for Cooperative Multi-Agent Reinforcement Learning,https://arxiv.org/abs/2502.00345,multi_agent;comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,Energy-Aware Collaborative Exploration for a UAV-UGV Team,https://arxiv.org/abs/2603.22507,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,Crayotter: Traceable Multi-Agent Workflows for Long-Form Video Editing,https://arxiv.org/abs/2606.07636,multi_agent;comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,A hierarchical memory architecture overcomes context limits in long-horizon multi-agent computational modeling,https://arxiv.org/abs/2607.07666,multi_agent;comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-csma,A,Digital Pantheon: Simulating and Auditing Coalition Formation with LLM Agents,https://arxiv.org/abs/2607.15095,multi_agent;comp_econ;llm_evals,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,Clinical Audit Logs as Multi-Axial Traces of Care Delivery,https://arxiv.org/abs/2607.15397,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,The CRAFT principles for the responsible use of large language models in policymaking,https://arxiv.org/abs/2607.15704,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,"Red Light, Grey Zone: A Multi-Perspective Interactive Narrative for Autonomous Driving Ethics",https://arxiv.org/abs/2607.15888,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,A Methodology for Auditable Trustworthiness Levels in AI Lifecycle Governance,https://arxiv.org/abs/2607.16130,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,Making Agent-Mediated Contributions Governable: A Project-Level Governance Manifest for Open-Source AI Collaboration,https://arxiv.org/abs/2607.15769,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,"A Scaffolded GenAI Lab in Early Undergraduate CS: A Mixed-Methods, Multi-Course Evaluation",https://arxiv.org/abs/2505.00100,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,Dark Personality Traits and Online Toxicity: Linking Self-Reports to Reddit Activity,https://arxiv.org/abs/2512.10113,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,Consistent Probabilistic Social Choice,https://arxiv.org/abs/1503.00694,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,The AI Fiction Paradox,https://arxiv.org/abs/2603.13545,multi_agent;comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,"Intimacy as Service, Harm as Externality: Critical Perspectives on AI Companion Platform Accountability",https://arxiv.org/abs/2604.06381,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,Intimate Strangers by Design: A Uses and Gratifications Analysis of AI Companionship,https://arxiv.org/abs/2604.06419,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-cscy,A,Internal Pluralism and the Limits of Pairwise Comparisons,https://arxiv.org/abs/2607.02672,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-econ,A,"Cheaper AI, More Informality? A Dual Labor Market Model for Developing Economies",https://arxiv.org/abs/2607.15381,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-econ,A,Fight like a Woman: Domestic Violence and Female Judges in Brazil,https://arxiv.org/abs/2405.07240,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-econ,A,Remote Work and Women's Labor Supply: The New Gender Division at Home,https://arxiv.org/abs/2508.08184,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-econ,A,Conditional Disclosure as a Coordination Device,https://arxiv.org/abs/2604.00874,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-econ,A,Night and Day: Diurnal Warming and Structural Transformation in India,https://arxiv.org/abs/2607.00279,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-econ,A,Failure Privacy and Safe Collective Expression with Social Assurance Contracts,https://arxiv.org/abs/2607.05802,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-20,arxiv-econ,A,Tax reform as a constrained optimization problem: a piecewise-linear framework and software implementation,https://arxiv.org/abs/2508.03708,comp_econ,normal,"Mon, 20 Jul 2026 00:00:00 -0400",
2026-07-27,wikicfp-all,A,ABCSS 2026 : The 11th International Workshop on Application of Big Data for Computational Social Science,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=201637&copyownerid=24906,css,high,,
2026-07-27,wikicfp-all,A,AIMM-Edge 2026 : AIMM-Edge 2026: Agentic and AI-Native Media Delivery over Edge-Cloud,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=201592&copyownerid=199660,llm_evals,normal,,
2026-07-27,wikicfp-all,A,"AMME 2026 : 2026 3rd International Conference on Aerospace, Mechanical and Materials Engineering",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=201579&copyownerid=163220,comp_econ,normal,,
2026-07-27,wikicfp-all,A,ICHCE &amp; SRIF 2026 : 2026 12th International Conference on Hydraulic and Civil Engineering &amp; the Silk Road International Forum on Deep Underground Energy Storage and Underground Space Development,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=201557&copyownerid=182680,comp_econ,normal,,
2026-07-27,arxiv-csma,A,Reliability-Contagion Feasibility in LLM Multi-Agent Networks,https://arxiv.org/abs/2607.21912,multi_agent,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,When Language Models Meet NeuroGraphs: Exploring Enhanced Agentic LLM Framework Towards Brain Network Analysis,https://arxiv.org/abs/2607.22082,comp_econ;llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,Draining the Energy Commons: Self-Defeating Over-Appropriation as a Coordination Failure in Agentic LLM Collectives,https://arxiv.org/abs/2607.22188,comp_econ;llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,Where FactsGo Missing: A LayerwiseTaxonomy and Per-Layer Attribution of Information Omissionin Air-Gapped LLM Agent Pipelines,https://arxiv.org/abs/2607.22448,llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,"Equilibrium Causal Digital Twins: Validation, Transport, and Identification Limits",https://arxiv.org/abs/2607.21667,digital_twin,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,Predictive Lightweight MARL for Resilient Coverage in Sparse-Signaling Aerial Networks,https://arxiv.org/abs/2607.22109,multi_agent,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,TRACE-ROUTER: Task-Consistent and Adaptive Online Routing for Agentic AI,https://arxiv.org/abs/2607.22465,comp_econ;llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,Embodiment-Induced Coordination Regimes in Tabular Multi-Agent Q-Learning,https://arxiv.org/abs/2601.17454,multi_agent;comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,The Coordination Gap: Multi-Agent Alternation Metrics for Temporal Fairness in Repeated Games,https://arxiv.org/abs/2603.05789,multi_agent;comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,Effect of Graph Gluing on Consensus in Networked Multi-Agent Systems,https://arxiv.org/abs/2605.10558,multi_agent;comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,Not Birds of a Feather: Personality-Based Partner Selection in LLM Agents,https://arxiv.org/abs/2607.19785,multi_agent;comp_econ;llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,Participatory Budgeting with Project Groups,https://arxiv.org/abs/2012.05213,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-csma,A,AgentFAIR: A Multi-Agent Collaborative Framework for FAIRness Evaluation of Geospatial Datasets,https://arxiv.org/abs/2607.15781,multi_agent;comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,Co-design of LLM-based preference agents: participation may drive overtrust,https://arxiv.org/abs/2607.21757,multi_agent,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,Opaque Epistemic Mediation: How LLM Deployment Configurations Shape the Validation of Pseudo-Science,https://arxiv.org/abs/2607.22513,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,The Human-AI Substitution Principle: When will you be replaced by AI in your organization?,https://arxiv.org/abs/2607.20781,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,From Obligation to Specification: A Survey on Validating EU AI Act Requirements in RE,https://arxiv.org/abs/2607.21608,comp_econ;llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,Agentic Evaluation of Copyright Law Compliance,https://arxiv.org/abs/2607.21799,llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,"Kutti AI: A Voice-First, Offline-Capable Learning Companion with Real-Time Struggle Detection for Visually-Impaired Children",https://arxiv.org/abs/2607.22377,comp_econ,high,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,"A principled way to think about AI in education: guidance for educators and policy makers based on goals, models of human learning, and use of technologies",https://arxiv.org/abs/2510.01467,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,How Can AI Augment Access to Justice? Public Defenders' Perspectives on AI Adoption,https://arxiv.org/abs/2510.22933,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,Administrative Law's Fourth Settlement: AI and the Scrutable State,https://arxiv.org/abs/2602.09678,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,Large language models create an uneven informational layer over cities,https://arxiv.org/abs/2607.06260,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,Analyzing the Ethical Logic of Eight Large Language Models,https://arxiv.org/abs/2501.08951,multi_agent;comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,When Ethics and Payoffs Diverge: LLM Agents in Morally Charged Social Dilemmas,https://arxiv.org/abs/2505.19212,multi_agent;comp_econ;llm_evals,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,A Comparative Benchmark of Federated Learning Strategies for Mortality Prediction on Heterogeneous and Imbalanced Clinical Data,https://arxiv.org/abs/2509.10517,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,WHBench: Evaluating Frontier LLMs with Expert-in-the-Loop Validation on Women's Health Topics,https://arxiv.org/abs/2604.00024,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,Benchmarking the Safety of Large Language Models for Robotic Health Attendant Control,https://arxiv.org/abs/2604.26577,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
2026-07-27,arxiv-cscy,A,"Math Education Digital Shadows for Investigating Learning with GenAI: Mathematics Performance, Anxiety, and Confidence in LLMs",https://arxiv.org/abs/2604.27618,comp_econ,normal,"Mon, 27 Jul 2026 00:00:00 -0400",
